trial_id,seed,controller,planner,contact,perception,offset_mm,spiral_radius_mm,noise_sigma_mm,success,failure_reason,insertion_time,peak_force,mean_force,jamming_count,retry_count,final_pose_error,compute_time,preinsert_pose_error,path_length,smoothness,max_joint_vel,max_joint_accel,solve_time,initial_contact_force,pose_estimation_error,effective_offset
0,0,impedance,waypoint,spiral,gt,0.0,6.0,,1,,10.064,30.2627,16.548,0,0,0.000421,1.1307,0.004284,0.311902,11.3318,1.3039,335.0311,0.0,0.0,0.0,0.0
1,1,impedance,waypoint,spiral,gt,0.0,6.0,,1,,10.232,46.3483,20.4083,0,0,0.00037,1.1004,0.004401,0.311937,11.3072,1.1936,336.1475,0.0,0.0,0.0,0.0
2,2,impedance,waypoint,spiral,gt,0.0,6.0,,1,,10.13,34.6257,23.8759,0,0,0.000492,1.0602,0.004564,0.31182,11.2567,1.2565,313.3439,0.0,0.0,0.0,0.0
3,3,impedance,waypoint,spiral,gt,0.0,6.0,,1,,10.166,33.3748,22.1623,0,0,0.00031,1.0339,0.004329,0.311937,11.2129,1.3088,329.4785,0.0,0.0,0.0,0.0
4,4,impedance,waypoint,spiral,gt,0.0,6.0,,1,,10.078,28.0895,16.0553,0,0,0.000838,1.0504,0.004638,0.311958,11.3014,1.1961,329.2471,0.0,0.0,0.0,0.0
5,5,impedance,waypoint,spiral,gt,0.0,6.0,,1,,10.112,34.607,18.5015,0,0,0.000196,1.067,0.004435,0.312176,11.494,1.2643,338.2654,0.0,0.0,0.0,0.0
6,6,impedance,waypoint,spiral,gt,0.0,6.0,,1,,10.138,33.501,20.5105,0,0,0.000626,1.0425,0.004523,0.311906,11.2861,1.1898,311.5845,0.0,0.0,0.0,0.0
7,7,impedance,waypoint,spiral,gt,0.0,6.0,,1,,10.086,30.2683,17.512,0,0,0.000535,1.0809,0.004674,0.311965,11.3224,1.3069,324.3009,0.0,0.0,0.0,0.0
8,8,impedance,waypoint,spiral,gt,0.0,6.0,,1,,10.048,30.4382,13.8694,0,0,0.000577,1.0617,0.004589,0.31229,11.5394,1.3068,318.5897,0.0,0.0,0.0,0.0
9,9,impedance,waypoint,spiral,gt,0.0,6.0,,1,,10.1,27.5368,15.1075,0,0,0.000563,1.09,0.004411,0.311981,11.4604,1.2556,315.8024,0.0,0.0,0.0,0.0
10,10,impedance,waypoint,spiral,gt,0.0,6.0,,1,,10.13,28.638,15.1676,0,0,0.000907,1.0095,0.004584,0.31197,11.2546,1.1934,311.426,0.0,0.0,0.0,0.0
11,11,impedance,waypoint,spiral,gt,0.0,6.0,,1,,10.08,34.7419,20.0471,0,0,0.000345,1.0087,0.004814,0.311924,11.1559,1.1955,320.0228,0.0,0.0,0.0,0.0
