trial_id,seed,controller,planner,contact,perception,offset_mm,spiral_radius_mm,success,failure_reason,insertion_time,peak_force,mean_force,jamming_count,retry_count,final_pose_error,compute_time,preinsert_pose_error,path_length,smoothness,max_joint_vel,max_joint_accel,solve_time,initial_contact_force
151,1,impedance,ee-ocp,none,gt,6.0,,1,,12.666,34.8553,6.048,0,0,0.001363,1.4975,0.004969,0.320346,4.0881,1.0991,292.1578,27.0738,1.6627
152,2,impedance,ee-ocp,none,gt,6.0,,1,,12.586,37.2599,6.1693,0,0,0.002741,1.4979,0.004775,0.320305,3.9498,0.9803,273.4344,25.9172,1.5076
153,3,impedance,ee-ocp,none,gt,6.0,,0,force_abort,6.998,40.0837,21.3531,1,0,0.006354,0.8535,0.004937,0.320374,4.0631,1.0184,285.9898,25.2412,1.8532
154,4,impedance,ee-ocp,none,gt,6.0,,1,,12.518,33.9879,6.2734,0,0,0.002151,1.4706,0.004951,0.320502,4.078,1.1053,287.174,25.6953,1.9912
155,5,impedance,ee-ocp,none,gt,6.0,,0,force_abort,6.968,40.5501,18.4064,1,0,0.006441,0.8389,0.004958,0.32086,4.1131,0.9937,300.4985,25.3645,1.6145
156,6,impedance,ee-ocp,none,gt,6.0,,1,,12.57,33.7749,5.6508,0,0,0.003882,1.4685,0.004768,0.32046,3.963,1.0982,270.2861,26.1531,1.97
157,7,impedance,ee-ocp,none,gt,6.0,,1,,12.54,37.3539,6.3127,0,0,0.001789,1.4964,0.004992,0.320572,3.9665,1.0145,286.2742,25.3932,1.5226
158,8,impedance,ee-ocp,none,gt,6.0,,1,,12.498,30.6351,6.6915,0,0,0.003434,1.4694,0.004952,0.321173,4.1604,1.0348,281.1035,26.4216,1.6476
159,9,impedance,ee-ocp,none,gt,6.0,,1,,12.538,28.7554,6.105,0,0,0.00263,1.4926,0.004933,0.320454,3.9555,0.9539,270.0614,25.3707,2.2241
160,10,impedance,ee-ocp,none,gt,6.0,,1,,12.58,36.304,6.8436,0,0,0.004181,1.7056,0.004867,0.320599,3.9673,1.107,274.8281,28.5569,1.6433
161,11,impedance,ee-ocp,none,gt,6.0,,1,,12.504,36.2648,6.623,0,0,0.001243,1.7136,0.004791,0.320688,3.9072,1.1081,280.3941,34.6385,1.6352
162,12,impedance,ee-ocp,none,gt,6.0,,1,,12.522,35.4981,9.4409,0,0,0.002603,1.523,0.004889,0.32041,4.0885,1.0167,286.212,26.8443,1.6833
163,13,impedance,ee-ocp,none,gt,6.0,,1,,12.616,32.4774,6.1521,0,0,0.001543,1.5008,0.004767,0.320165,4.0905,0.9832,274.556,25.1794,1.6583
164,14,impedance,ee-ocp,none,gt,6.0,,1,,12.618,32.7276,7.4628,0,0,0.002756,1.4928,0.004747,0.321127,4.0885,1.021,272.1561,26.8258,1.7943
165,15,impedance,ee-ocp,none,gt,6.0,,1,,12.556,33.1303,7.9944,0,0,0.002183,1.5509,0.004793,0.320081,4.1258,1.0991,267.887,25.5148,1.821
166,16,impedance,ee-ocp,none,gt,6.0,,1,,12.578,36.9156,6.9186,0,0,0.002502,1.5093,0.004658,0.321035,4.0679,1.0116,294.4274,25.6506,1.8999
167,17,impedance,ee-ocp,none,gt,6.0,,1,,12.524,38.2747,6.6035,0,0,0.002952,1.4975,0.004744,0.32056,4.0949,1.0151,292.0233,26.33,1.5661
168,18,impedance,ee-ocp,none,gt,6.0,,0,force_abort,6.94,40.0688,18.0856,1,0,0.00657,0.8217,0.004933,0.319951,4.0783,0.9769,271.1843,25.2679,1.6284
169,19,impedance,ee-ocp,none,gt,6.0,,1,,12.63,30.9721,7.901,0,0,0.001366,1.4552,0.004783,0.320827,4.0489,1.0092,289.0276,25.5464,1.9073
170,20,impedance,ee-ocp,none,gt,6.0,,0,force_abort,7.02,40.0238,20.5129,1,0,0.006552,0.8399,0.004842,0.320968,4.1689,1.0678,284.2706,26.3661,1.8806
171,21,impedance,ee-ocp,none,gt,6.0,,1,,12.58,35.2631,6.3615,0,0,0.004271,1.4494,0.004865,0.320763,4.1243,1.0382,253.0894,26.0504,1.876
172,22,impedance,ee-ocp,none,gt,6.0,,1,,12.476,34.5664,7.496,0,0,0.001724,1.5304,0.004963,0.320048,4.0007,1.0222,277.8131,27.2118,1.5123
173,23,impedance,ee-ocp,none,gt,6.0,,1,,12.528,32.1928,5.9251,0,0,0.002991,1.4202,0.004941,0.320911,3.9429,1.0077,267.3794,24.7064,1.6251
174,24,impedance,ee-ocp,none,gt,6.0,,1,,12.576,25.5541,5.5606,0,0,0.002807,1.4423,0.00469,0.320164,4.0753,0.9808,287.6582,25.1452,1.5048
175,25,impedance,ee-ocp,none,gt,6.0,,1,,12.63,39.162,11.8675,0,0,0.002189,1.4668,0.004901,0.320897,4.1944,1.1054,259.5896,25.8202,1.5906
176,26,impedance,ee-ocp,none,gt,6.0,,1,,12.582,38.1971,5.8064,0,0,0.003838,1.5184,0.004716,0.320657,3.9731,0.9832,271.6045,25.3857,1.5311
177,27,impedance,ee-ocp,none,gt,6.0,,1,,12.532,34.091,5.7353,0,0,0.000445,1.5164,0.004877,0.320378,4.0623,1.0128,295.9203,27.7869,1.7938
178,28,impedance,ee-ocp,none,gt,6.0,,1,,12.478,36.4428,7.9963,0,0,0.0008,1.5154,0.004949,0.320177,3.9026,1.0159,280.9341,25.5052,1.5921
179,29,impedance,ee-ocp,none,gt,6.0,,1,,12.644,35.1259,5.1355,0,0,0.002224,1.517,0.004871,0.320219,3.9503,1.1064,267.4254,26.3418,2.0249
