trial_id,seed,controller,planner,contact,perception,offset_mm,spiral_radius_mm,noise_sigma_mm,success,failure_reason,insertion_time,peak_force,mean_force,jamming_count,retry_count,final_pose_error,compute_time,preinsert_pose_error,path_length,smoothness,max_joint_vel,max_joint_accel,solve_time,initial_contact_force,pose_estimation_error,effective_offset
133,13,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.298,31.7347,15.5576,0,0,0.00371,3.4078,0.004226,0.313475,11.315,1.1942,318.874,0.0,1.8498,0.003624,0.003624
134,14,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.39,37.0721,20.4063,0,0,0.00373,3.266,0.004673,0.314914,11.3581,1.1915,312.9961,0.0,2.1974,0.003506,0.003506
135,15,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.324,33.2335,6.3775,0,0,0.00412,3.3266,0.004068,0.314761,11.2554,1.1914,307.0327,0.0,1.7461,0.005174,0.005174
136,16,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.354,34.3643,18.3887,0,0,0.002715,3.2808,0.004117,0.313247,11.1848,1.1952,318.3006,0.0,1.753,0.002476,0.002476
137,17,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.294,30.5241,15.5323,0,0,0.003674,3.5057,0.004457,0.310685,11.4708,1.1921,314.3819,0.0,1.6214,0.003838,0.003838
138,18,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.256,35.4797,6.8782,0,0,0.004229,3.4527,0.004595,0.312231,11.1757,1.1924,313.1458,0.0,1.6188,0.006002,0.006002
139,19,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.296,30.1927,13.9987,0,0,0.003457,3.4253,0.004373,0.311987,11.2281,1.1921,314.4748,0.0,1.5144,0.003563,0.003563
140,20,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.296,31.1583,14.7664,0,0,0.003924,3.845,0.004152,0.313229,11.2312,1.188,315.0087,0.0,1.5972,0.003932,0.003932
141,21,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.316,31.1363,13.5027,0,0,0.003818,3.5972,0.004369,0.313353,11.1842,1.1937,306.9974,0.0,1.9709,0.00393,0.00393
142,22,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.248,29.787,18.1181,0,0,0.002105,3.5909,0.004892,0.312216,11.4132,1.1915,311.1666,0.0,0.0,0.002643,0.002643
143,23,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.348,31.2009,16.7515,0,0,0.003999,3.2344,0.004669,0.313457,11.2023,1.1909,308.7414,0.0,1.7323,0.003876,0.003876
144,24,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.268,30.4378,17.755,0,0,0.001706,3.3731,0.004263,0.311979,11.1635,1.1948,316.487,0.0,1.5195,0.00208,0.00208
145,25,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.37,32.6568,5.5734,0,0,0.004087,3.3028,0.004455,0.313421,11.2433,1.1907,308.8471,0.0,1.7375,0.004951,0.004951
146,26,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.298,31.0179,15.0144,0,0,0.003788,3.5175,0.004948,0.312292,11.221,1.1902,310.7265,0.0,1.7308,0.003937,0.003937
147,27,impedance,waypoint,spiral,gt-noise,3.0,6.0,,0,force_abort_max_recovery,14.872,41.1311,20.6896,11,10,0.004172,1.6068,0.004964,0.312151,11.3406,1.1923,326.6709,0.0,1.7038,0.002148,0.002148
148,28,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.294,32.0773,14.7797,0,0,0.002881,3.1253,0.00443,0.313505,11.3927,1.1919,309.1145,0.0,1.5824,0.002748,0.002748
149,29,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.352,34.0434,17.1344,0,0,0.002752,3.3349,0.004733,0.312071,11.1768,1.1913,311.7046,0.0,1.6051,0.00252,0.00252
150,0,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,10.322,31.8922,4.1235,0,0,0.004106,4.0238,0.004813,0.312274,11.1241,1.1944,317.9159,0.0,1.6999,0.004776,0.004776
151,1,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,10.304,32.1383,7.5416,0,0,0.004117,4.4568,0.004688,0.313581,11.2119,1.188,307.4373,0.0,1.5302,0.006318,0.006318
152,2,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,10.35,33.2559,8.2226,0,0,0.004185,4.1331,0.004443,0.314854,11.2437,1.192,308.6655,0.0,1.555,0.005542,0.005542
153,3,impedance,waypoint,spiral,gt-noise,6.0,6.0,,0,force_abort_max_recovery,8.196,51.6122,21.6645,11,10,0.010666,1.0199,0.004445,0.31517,11.3088,1.1911,308.6762,0.0,1.6839,0.009332,0.009332
154,4,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,11.286,42.3531,9.0337,2,2,0.003907,4.0646,0.004318,0.313553,11.2403,1.1913,304.7627,0.0,1.9358,0.006442,0.006442
155,5,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,13.66,44.4898,11.591,7,7,0.004479,4.5554,0.004649,0.315022,11.1723,1.1884,307.06,0.0,1.935,0.007739,0.007739
156,6,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,11.822,40.676,6.2719,3,3,0.004057,4.2494,0.004273,0.314805,11.4363,1.1916,300.1568,0.0,2.1089,0.006641,0.006641
157,7,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,10.324,32.1831,7.0416,0,0,0.004097,4.0042,0.004578,0.313542,11.151,1.1908,307.8818,0.0,1.6596,0.005414,0.005414
158,8,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,13.126,61.707,10.6115,6,6,0.004882,4.6491,0.004385,0.31541,11.6325,1.3027,320.9122,0.0,1.9918,0.007432,0.007432
159,9,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,10.268,26.25,6.277,0,0,0.004006,3.85,0.004863,0.310791,11.2018,1.1915,313.7179,0.0,1.7033,0.005702,0.005702
160,10,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,10.346,39.2228,7.5934,0,0,0.004204,4.0052,0.004366,0.313499,11.3854,1.1872,312.7277,0.0,1.8859,0.005659,0.005659
161,11,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,10.346,32.2564,16.7125,0,0,0.004292,3.831,0.004243,0.314794,11.1781,1.1921,315.6837,0.0,1.5665,0.004439,0.004439
162,12,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,13.12,55.9907,9.7708,6,6,0.004457,4.1435,0.004648,0.313694,11.2076,1.1895,306.1722,0.0,2.0044,0.007016,0.007016
163,13,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,13.188,44.6541,7.1444,6,6,0.004683,4.2637,0.004772,0.313837,11.2767,1.1931,316.4422,0.0,1.6776,0.006604,0.006604
164,14,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,10.388,38.7664,6.9216,0,0,0.004843,4.111,0.004395,0.316284,11.3418,1.1904,310.5765,0.0,1.7485,0.005831,0.005831
165,15,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,13.544,43.7262,12.6603,7,7,0.004354,4.1667,0.004615,0.315139,11.1869,1.1903,304.6077,0.0,1.6511,0.008145,0.008145
166,16,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,10.354,36.342,7.7485,0,0,0.004096,3.9792,0.004653,0.31361,11.1267,1.194,315.8646,0.0,1.6141,0.005376,0.005376
167,17,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,11.286,41.0052,8.0833,2,2,0.004124,4.0232,0.003895,0.312056,11.4982,1.191,311.926,0.0,1.5992,0.006436,0.006436
168,18,impedance,waypoint,spiral,gt-noise,6.0,6.0,,0,force_abort_max_recovery,8.376,64.6677,20.8002,11,10,0.009828,1.0184,0.004544,0.313605,11.1565,1.1912,310.7096,0.0,1.5941,0.008946,0.008946
169,19,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,13.152,45.3646,14.4491,6,6,0.004174,4.1175,0.004927,0.312332,11.1353,1.1909,312.033,0.0,1.9586,0.006506,0.006506
170,20,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,13.07,58.0627,9.4303,6,6,0.004453,4.3791,0.004709,0.313594,11.1737,1.1869,312.5749,0.0,1.653,0.006931,0.006931
171,21,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,13.132,44.086,8.5415,6,6,0.004738,4.5501,0.004923,0.313719,11.128,1.1926,304.5658,0.0,2.1235,0.006888,0.006888
172,22,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,10.246,27.3198,7.0103,0,0,0.003482,3.7428,0.004329,0.313587,11.3913,1.1905,308.7282,0.0,1.5275,0.005457,0.005457
173,23,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,13.158,57.5157,9.113,6,6,0.00464,4.5604,0.004182,0.31485,11.2464,1.1898,306.3097,0.0,1.8667,0.006855,0.006855
174,24,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,10.282,30.6795,4.7197,0,0,0.004043,3.6801,0.004814,0.312328,11.1457,1.1937,314.0444,0.0,1.5435,0.004956,0.004956
175,25,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,13.122,47.5473,10.3986,6,6,0.004429,4.5661,0.003782,0.314802,11.2757,1.1897,306.4141,0.0,1.6477,0.007948,0.007948
176,26,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,11.824,41.2049,7.5294,3,3,0.004042,4.183,0.00466,0.313688,11.2421,1.1891,308.2911,0.0,1.6179,0.006909,0.006909
177,27,impedance,waypoint,spiral,gt-noise,6.0,6.0,,0,jam_max_recovery,14.262,40.9618,9.6424,11,10,0.005542,1.789,0.004489,0.313529,11.3254,1.1912,324.2288,0.0,1.7074,0.004892,0.004892
178,28,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,10.294,32.5275,7.439,0,0,0.004195,3.822,0.00416,0.314852,11.2683,1.1908,306.6835,0.0,1.6101,0.005638,0.005638
179,29,impedance,waypoint,spiral,gt-noise,6.0,6.0,,1,,10.352,36.5633,8.0378,0,0,0.004123,4.0635,0.004474,0.313449,11.1536,1.1902,309.2637,0.0,1.8134,0.005423,0.005423
180,0,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.294,29.8418,18.263,0,0,0.000636,4.7751,0.004078,0.311731,11.4647,1.1924,311.3278,0.0,0.0,0.001178,0.001178
181,1,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.3,32.8041,18.4986,0,0,0.000629,4.3538,0.004254,0.311627,11.2508,1.1935,326.2134,0.0,0.0,0.001178,0.001178
182,2,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.304,32.2725,19.2507,0,0,0.000623,4.3755,0.004469,0.311774,11.4622,1.1901,313.0272,0.0,0.0,0.001178,0.001178
183,3,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.292,30.532,20.897,0,0,0.000651,4.4796,0.004924,0.310756,11.3563,1.1955,312.3312,0.0,0.0,0.001178,0.001178
184,4,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.154,28.1793,18.0457,0,0,0.00057,4.564,0.004089,0.311889,11.6774,1.3066,302.6373,0.0,0.0,0.001178,0.001178
185,5,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.296,32.2934,18.8443,0,0,0.000614,4.5986,0.004222,0.311772,11.4571,1.1917,315.8024,0.0,0.0,0.001178,0.001178
186,6,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.174,30.1856,17.8154,0,0,0.000607,4.7072,0.00474,0.310919,11.6084,1.305,303.9828,0.0,0.0,0.001178,0.001178
187,7,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.182,28.2711,15.611,0,0,0.000622,4.6417,0.004087,0.311742,11.4531,1.1931,312.7314,0.0,0.0,0.001178,0.001178
188,8,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.184,28.6679,17.4535,0,0,0.000593,4.5958,0.004801,0.310842,11.3833,1.3101,338.3901,0.0,1.654,0.001178,0.001178
189,9,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.274,33.5551,20.9083,0,0,0.000626,4.4794,0.004229,0.311785,11.459,1.1927,312.9785,0.0,0.0,0.001178,0.001178
190,10,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.324,31.8187,18.6995,0,0,0.000657,4.4831,0.00427,0.311862,11.457,1.1945,321.8893,0.0,0.0,0.001178,0.001178
191,11,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.296,29.3211,18.0335,0,0,0.000658,4.2884,0.004935,0.310757,11.4002,1.19,315.9784,0.0,0.0,0.001178,0.001178
192,12,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.176,29.4698,19.5328,0,0,0.000603,4.3355,0.004828,0.310764,11.374,1.194,311.2177,0.0,0.0,0.001178,0.001178
193,13,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.29,32.8271,20.2562,0,0,0.000611,4.4908,0.004946,0.310661,11.1693,1.1933,319.6651,0.0,0.0,0.001178,0.001178
194,14,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.3,33.02,21.2171,0,0,0.000641,4.3813,0.004986,0.310771,11.3748,1.1928,311.0892,0.0,0.0,0.001178,0.001178
195,15,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.18,32.2822,22.5871,0,0,0.000619,4.132,0.004279,0.311753,11.4679,1.1919,313.7329,0.0,0.0,0.001178,0.001178
196,16,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.294,32.0295,20.0222,0,0,0.000659,4.4505,0.004893,0.310672,11.1705,1.1957,319.9088,0.0,0.0,0.001178,0.001178
197,17,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.276,31.9315,21.4547,0,0,0.000609,4.4111,0.004206,0.311754,11.4535,1.1905,313.4841,0.0,0.0,0.001178,0.001178
198,18,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.298,32.2383,17.0606,0,0,0.000656,4.4439,0.004352,0.311802,11.4281,1.1918,323.2215,0.0,0.0,0.001178,0.001178
199,19,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.28,30.5921,19.5608,0,0,0.000622,4.5414,0.004143,0.311739,11.4404,1.1931,308.6492,0.0,0.0,0.001178,0.001178
200,20,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.302,31.4253,20.5483,0,0,0.000634,4.3561,0.004127,0.311786,11.4326,1.1937,311.6253,0.0,0.0,0.001178,0.001178
201,21,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.27,31.4178,18.6319,0,0,0.000606,4.5005,0.004991,0.310767,11.3938,1.1931,311.4345,0.0,0.0,0.001178,0.001178
202,22,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.298,33.6794,19.0108,0,0,0.000653,4.5666,0.004949,0.310739,11.3714,1.1908,311.5697,0.0,0.0,0.001178,0.001178
203,23,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.298,32.2625,20.7639,0,0,0.000615,4.6092,0.004052,0.311711,11.2508,1.1955,315.7676,0.0,0.0,0.001178,0.001178
204,24,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.306,32.5665,18.5013,0,0,0.000628,4.6042,0.004932,0.310668,11.187,1.1949,319.529,0.0,0.0,0.001178,0.001178
205,25,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.294,31.8127,19.9075,0,0,0.000655,4.3608,0.004973,0.310664,11.1859,1.1922,311.347,0.0,0.0,0.001178,0.001178
206,26,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.172,28.2349,19.1933,0,0,0.000616,4.4131,0.004985,0.310628,11.1833,1.1907,309.3046,0.0,0.0,0.001178,0.001178
207,27,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.162,30.6418,20.7158,0,0,0.000571,4.6197,0.00494,0.310569,11.0963,1.1953,323.5319,0.0,0.0,0.001178,0.001178
208,28,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.316,32.7159,19.3249,0,0,0.000649,4.2381,0.004764,0.310702,11.2071,1.1941,330.0442,0.0,0.0,0.001178,0.001178
209,29,impedance,waypoint,spiral,rgbd,0.0,6.0,,1,,10.296,33.349,22.4918,0,0,0.000642,4.5281,0.004979,0.31074,11.3607,1.1918,310.8474,0.0,0.0,0.001178,0.001178
210,0,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.294,29.5457,17.9818,0,0,0.003104,3.9748,0.004597,0.312107,11.4011,1.1913,308.8853,0.0,0.0,0.002153,0.002153
211,1,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.3,32.4291,18.3863,0,0,0.003123,3.9229,0.004785,0.31199,11.1886,1.1924,323.7714,0.0,0.0,0.002153,0.002153
212,2,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.304,32.2565,19.4601,0,0,0.003084,4.1246,0.003677,0.313122,11.4904,1.189,310.5859,0.0,0.0,0.002153,0.002153
213,3,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.292,30.8904,20.6824,0,0,0.003078,4.1633,0.004618,0.312148,11.3833,1.1944,309.8892,0.0,0.0,0.002153,0.002153
214,4,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.154,28.1694,18.2202,0,0,0.002923,3.9234,0.004596,0.312264,11.5676,1.3056,300.1959,0.0,0.0,0.002153,0.002153
215,5,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.296,32.2581,18.9863,0,0,0.003073,3.7452,0.004728,0.312159,11.427,1.1907,313.3602,0.0,0.0,0.002153,0.002153
216,6,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.174,30.1603,17.8687,0,0,0.002942,3.8336,0.004433,0.312311,11.6377,1.3039,301.5419,0.0,0.0,0.002153,0.002153
217,7,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.182,26.7039,15.4846,0,0,0.002944,3.9154,0.004608,0.312114,11.3893,1.192,310.2883,0.0,0.0,0.002153,0.002153
218,8,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.184,28.6256,17.5193,0,0,0.002915,4.1972,0.004407,0.312238,11.3952,1.309,335.9475,0.0,1.654,0.002153,0.002153
219,9,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.274,33.5165,20.4301,0,0,0.003097,4.046,0.004751,0.312153,11.3887,1.1917,310.5373,0.0,0.0,0.002153,0.002153
220,10,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.324,31.7741,18.7789,0,0,0.003099,3.988,0.004784,0.312243,11.4267,1.1934,319.4471,0.0,0.0,0.002153,0.002153
221,11,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.31,32.5339,17.8549,0,0,0.003076,3.7265,0.004668,0.312149,11.4247,1.1889,313.5363,0.0,0.0,0.002153,0.002153
222,12,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.176,29.4662,19.5255,0,0,0.002964,3.943,0.004405,0.312155,11.4003,1.1929,308.7745,0.0,0.0,0.002153,0.002153
223,13,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.29,32.8214,20.2462,0,0,0.003105,3.9984,0.004608,0.312072,11.2326,1.1922,317.2236,0.0,0.0,0.002153,0.002153
224,14,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.3,32.4377,21.0074,0,0,0.003119,4.1123,0.004647,0.312161,11.4011,1.1918,308.6474,0.0,0.0,0.002153,0.002153
225,15,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.18,32.2505,22.5451,0,0,0.002929,4.2073,0.0048,0.312121,11.4026,1.1909,311.2903,0.0,0.0,0.002153,0.002153
226,16,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.294,31.9962,19.9881,0,0,0.003109,4.3773,0.004591,0.312063,11.2046,1.1946,317.4674,0.0,0.0,0.002153,0.002153
227,17,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.276,31.9233,21.4442,0,0,0.003108,4.2559,0.004737,0.312116,11.3877,1.1895,311.0425,0.0,0.0,0.002153,0.002153
228,18,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.298,32.2297,17.0532,0,0,0.003073,4.2497,0.004878,0.312166,11.3807,1.1907,320.78,0.0,0.0,0.002153,0.002153
229,19,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.28,30.5614,19.52,0,0,0.003086,4.389,0.004661,0.312111,11.3725,1.1921,306.2072,0.0,0.0,0.002153,0.002153
230,20,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.302,31.4197,19.9423,0,0,0.003129,4.2274,0.004655,0.312148,11.3642,1.1927,309.1847,0.0,0.0,0.002153,0.002153
231,21,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.27,31.4125,18.5784,0,0,0.003066,4.0978,0.00464,0.312158,11.4236,1.192,308.9924,0.0,0.0,0.002153,0.002153
232,22,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.298,33.6455,18.9772,0,0,0.003098,3.8419,0.00467,0.312131,11.3942,1.1898,309.1286,0.0,0.0,0.002153,0.002153
233,23,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.298,32.2296,21.0583,0,0,0.00307,3.9462,0.004562,0.312098,11.2199,1.1944,313.3267,0.0,0.0,0.002153,0.002153
234,24,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.306,32.7073,18.5241,0,0,0.003078,4.1177,0.004593,0.31206,11.2217,1.1938,317.0873,0.0,0.0,0.002153,0.002153
235,25,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.294,31.8779,18.9181,0,0,0.003134,4.151,0.004484,0.312055,11.2122,1.1912,308.9053,0.0,0.0,0.002153,0.002153
236,26,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.172,28.2123,19.1848,0,0,0.002867,4.1261,0.004818,0.312019,11.2082,1.1896,306.8627,0.0,0.0,0.002153,0.002153
237,27,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.162,30.6023,20.2589,0,0,0.002894,4.3361,0.004654,0.311959,11.1321,1.1942,321.0886,0.0,0.0,0.002153,0.002153
238,28,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.316,31.1956,18.8258,0,0,0.003116,4.5492,0.004655,0.312113,11.2677,1.1929,327.6027,0.0,0.0,0.002153,0.002153
239,29,impedance,waypoint,spiral,rgbd,3.0,6.0,,1,,10.296,33.3361,22.4809,0,0,0.003109,4.5664,0.004658,0.31213,11.3847,1.1907,308.4056,0.0,0.0,0.002153,0.002153
240,0,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.294,30.9013,12.2202,0,0,0.003125,4.9245,0.00437,0.313481,11.38,1.1903,306.4515,0.0,1.6295,0.005088,0.005088
241,1,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.3,31.9855,12.1763,0,0,0.003919,4.8746,0.004556,0.313361,11.1727,1.1913,321.3382,0.0,1.8508,0.005088,0.005088
242,2,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.29,30.5681,12.2368,0,0,0.003166,4.9295,0.004189,0.313507,11.3733,1.1879,308.1533,0.0,1.6524,0.005088,0.005088
243,3,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.292,30.9245,12.1,0,0,0.003948,4.6509,0.004383,0.31352,11.3671,1.1933,307.456,0.0,1.9916,0.005088,0.005088
244,4,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.152,36.4048,7.5466,0,0,0.00249,4.5953,0.004259,0.313652,11.6084,1.3045,297.7631,0.0,1.6407,0.005088,0.005088
245,5,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.296,30.2946,12.2187,0,0,0.003111,4.861,0.004427,0.313532,11.4049,1.1897,310.9267,0.0,1.7271,0.005088,0.005088
246,6,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.164,38.0177,7.5176,0,0,0.002197,4.6566,0.004991,0.312657,11.545,1.3028,299.1097,0.0,1.556,0.005088,0.005088
247,7,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.18,39.415,7.8701,0,0,0.002528,4.7827,0.004317,0.31346,11.2549,1.1909,307.8539,0.0,1.7395,0.005088,0.005088
248,8,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.184,32.774,7.2038,0,0,0.003322,4.7733,0.00494,0.31262,11.3866,1.3078,333.5135,0.0,1.7831,0.005088,0.005088
249,9,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.252,32.1345,12.2026,0,0,0.002018,4.7407,0.004281,0.313525,11.368,1.1906,308.1048,0.0,1.7932,0.005088,0.005088
250,10,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.304,30.0546,12.1465,0,0,0.003953,4.5845,0.0044,0.313615,11.409,1.1922,317.0135,0.0,1.5462,0.005088,0.005088
251,11,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,11.804,41.5289,22.0657,3,3,0.00404,4.3744,0.004409,0.313521,11.4056,1.1878,311.1029,0.0,1.7807,0.005088,0.005088
252,12,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.176,34.9189,7.6525,0,0,0.002432,3.9844,0.004982,0.312484,11.2993,1.1918,306.34,0.0,1.7141,0.005088,0.005088
253,13,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.258,30.0558,12.114,0,0,0.003132,4.2906,0.004222,0.313444,11.2193,1.191,314.7907,0.0,1.7993,0.005088,0.005088
254,14,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.276,30.1933,12.1716,0,0,0.003154,4.1238,0.00441,0.313533,11.3818,1.1907,306.2144,0.0,2.0392,0.005088,0.005088
255,15,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.178,37.2575,7.862,0,0,0.001914,4.1749,0.004335,0.313494,11.3833,1.1898,308.8564,0.0,1.515,0.005088,0.005088
256,16,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.294,31.3051,12.138,0,0,0.003919,3.9878,0.004396,0.313437,11.1948,1.1935,315.0347,0.0,1.5419,0.005088,0.005088
257,17,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.272,34.4546,12.2638,0,0,0.003099,4.0348,0.004446,0.313488,11.3652,1.1884,308.6095,0.0,1.8144,0.005088,0.005088
258,18,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.296,30.583,12.1217,0,0,0.003906,4.294,0.004603,0.313543,11.3649,1.1896,318.3471,0.0,1.9292,0.005088,0.005088
259,19,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.28,37.1178,12.1458,0,0,0.003172,4.1325,0.004096,0.313483,11.3567,1.191,303.774,0.0,1.515,0.005088,0.005088
260,20,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.29,30.8871,12.1409,0,0,0.003959,3.9923,0.004424,0.313519,11.3426,1.1916,306.7529,0.0,1.5042,0.005088,0.005088
261,21,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.27,30.3441,12.1821,0,0,0.003104,4.3071,0.004437,0.313532,11.4076,1.1909,306.559,0.0,1.5779,0.005088,0.005088
262,22,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,10.276,32.2606,12.1001,0,0,0.003096,3.9801,0.004391,0.313503,11.3725,1.1887,306.6961,0.0,2.1676,0.005088,0.005088
263,23,impedance,waypoint,spiral,rgbd,6.0,6.0,,1,,11.812,41.9698,21.7832,3,3,0.004034,3.9405,0.004324,0.313472,11.2092,1.1932,310.8945,0.0,1.905,0.005088,0.005088
