trial_id,seed,controller,planner,contact,perception,offset_mm,spiral_radius_mm,noise_sigma_mm,success,failure_reason,insertion_time,peak_force,mean_force,jamming_count,retry_count,final_pose_error,compute_time,preinsert_pose_error,path_length,smoothness,max_joint_vel,max_joint_accel,solve_time,initial_contact_force,pose_estimation_error,effective_offset
48,18,impedance,waypoint,spiral,gt,3.0,6.0,,1,,10.124,27.5725,14.6573,0,0,0.002938,1.0382,0.004997,0.312194,11.2401,1.2614,308.9892,0.0,1.5418,0.0,0.003
49,19,impedance,waypoint,spiral,gt,3.0,6.0,,1,,10.178,28.5172,15.4007,0,0,0.002772,1.0512,0.004965,0.312378,11.2835,1.3069,330.1463,0.0,0.0,0.0,0.003
50,20,impedance,waypoint,spiral,gt,3.0,6.0,,1,,10.168,43.9071,19.0773,0,0,0.002864,1.0801,0.004424,0.313623,11.6109,1.3046,321.2858,0.0,0.0,0.0,0.003
51,21,impedance,waypoint,spiral,gt,3.0,6.0,,1,,10.138,41.8401,21.6052,0,0,0.002712,1.0733,0.004104,0.313481,11.4025,1.3059,297.2554,0.0,0.0,0.0,0.003
52,22,impedance,waypoint,spiral,gt,3.0,6.0,,1,,10.042,37.5582,18.8327,0,0,0.002508,1.0251,0.004763,0.312106,11.1087,1.3067,316.6786,0.0,1.5123,0.0,0.003
53,23,impedance,waypoint,spiral,gt,3.0,6.0,,1,,10.09,32.657,18.4206,0,0,0.00267,1.0234,0.004372,0.313396,11.1783,1.3059,309.2383,0.0,0.0,0.0,0.003
54,24,impedance,waypoint,spiral,gt,3.0,6.0,,1,,10.142,34.5218,17.8903,0,0,0.002486,1.054,0.004786,0.312225,11.2995,1.2551,329.3203,0.0,0.0,0.0,0.003
55,25,impedance,waypoint,spiral,gt,3.0,6.0,,1,,10.19,39.6106,18.2841,0,0,0.003229,1.0609,0.004343,0.313535,11.3998,1.1922,302.2183,0.0,0.0,0.0,0.003
56,26,impedance,waypoint,spiral,gt,3.0,6.0,,1,,10.134,32.1012,18.2196,0,0,0.002624,1.0084,0.004404,0.313328,11.2597,1.2568,311.3863,0.0,0.0,0.0,0.003
57,27,impedance,waypoint,spiral,gt,3.0,6.0,,1,,10.076,33.5852,16.7945,0,0,0.002549,1.0092,0.004992,0.312332,11.3092,1.3083,334.4773,0.0,0.0,0.0,0.003
58,28,impedance,waypoint,spiral,gt,3.0,6.0,,1,,10.032,27.3734,15.8246,0,0,0.002686,0.9974,0.004943,0.312196,11.1323,1.3081,318.8051,0.0,0.0,0.0,0.003
59,29,impedance,waypoint,spiral,gt,3.0,6.0,,1,,10.182,35.6398,18.9433,0,0,0.002393,1.07,0.004841,0.312188,11.1638,1.1933,305.4796,0.0,0.0,0.0,0.003
60,0,impedance,waypoint,spiral,gt,6.0,6.0,,1,,11.56,40.3352,19.0221,3,3,0.003812,1.2112,0.004634,0.313628,11.2994,1.3016,330.153,0.0,1.8269,0.0,0.006
61,1,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.232,38.8225,6.1004,0,0,0.002132,1.1886,0.004626,0.313678,11.3317,1.1914,331.2627,0.0,1.9139,0.0,0.006
62,2,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.13,37.7306,6.1834,0,0,0.002505,1.1565,0.004621,0.313557,11.1833,1.2545,308.4653,0.0,1.6293,0.0,0.006
63,3,impedance,waypoint,spiral,gt,6.0,6.0,,1,,11.468,42.7524,22.3246,3,3,0.003726,1.1855,0.004584,0.31368,11.2364,1.3066,324.6004,0.0,1.6566,0.0,0.006
64,4,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.078,34.226,6.2748,0,0,0.002208,1.1047,0.004777,0.313695,11.2432,1.1938,324.3732,0.0,1.5125,0.0,0.006
65,5,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.112,38.7858,11.5296,0,0,0.002621,1.1615,0.004784,0.313911,11.4359,1.262,333.3987,0.0,1.5259,0.0,0.006
66,6,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.138,33.6795,5.656,0,0,0.002644,1.1809,0.004608,0.313642,11.2195,1.1877,306.7056,0.0,1.528,0.0,0.006
67,7,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.086,37.5129,6.2782,0,0,0.002764,1.1196,0.004585,0.313703,11.2646,1.3047,319.4278,0.0,1.9574,0.0,0.006
68,8,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.048,31.1922,6.7314,0,0,0.000557,1.1186,0.004179,0.31505,11.5634,1.3047,313.7216,0.0,1.7214,0.0,0.006
69,9,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.1,28.4549,6.1059,0,0,0.002705,1.131,0.004655,0.313718,11.3898,1.2534,310.9212,0.0,1.7226,0.0,0.006
70,10,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.13,35.4073,6.8254,0,0,0.003958,1.1824,0.004806,0.313708,11.1868,1.1913,306.5494,0.0,1.5618,0.0,0.006
71,11,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.08,36.2204,6.5418,0,0,0.002862,1.1046,0.004925,0.313661,11.1046,1.1932,315.1541,0.0,1.6113,0.0,0.006
72,12,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.084,37.2643,9.3498,0,0,0.003194,1.1519,0.004794,0.313728,11.2497,1.3045,325.018,0.0,1.5258,0.0,0.006
73,13,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.614,33.0639,7.3102,1,1,0.003172,1.2285,0.004432,0.313643,11.3518,1.259,308.0766,0.0,1.5374,0.0,0.006
74,14,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.176,32.9482,7.4827,0,0,0.002724,1.1411,0.003875,0.314855,11.432,1.3053,310.5237,0.0,1.6761,0.0,0.006
75,15,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.11,33.6151,7.9844,0,0,0.002614,1.2201,0.003995,0.313761,11.6299,1.3058,304.0523,0.0,1.6461,0.0,0.006
76,16,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.126,38.5495,6.9398,0,0,0.000722,1.1712,0.004787,0.31394,11.4459,1.3086,331.3707,0.0,1.5002,0.0,0.006
77,17,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.082,38.2368,6.6038,0,0,0.004116,1.1889,0.004571,0.313662,11.2677,1.3055,326.4028,0.0,1.8018,0.0,0.006
78,18,impedance,waypoint,spiral,gt,6.0,6.0,,1,,11.616,41.1628,18.5329,3,3,0.003969,1.231,0.004632,0.31359,11.2618,1.2604,306.5521,0.0,1.5418,0.0,0.006
79,19,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.18,31.5078,7.8939,0,0,0.001328,1.2061,0.004568,0.313772,11.3095,1.3057,327.7126,0.0,1.5088,0.0,0.006
80,20,impedance,waypoint,spiral,gt,6.0,6.0,,1,,11.156,40.8207,12.3462,2,2,0.001194,1.3266,0.00497,0.313988,11.5507,1.3036,318.8558,0.0,2.1556,0.0,0.006
81,21,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.138,34.9718,6.3619,0,0,0.001415,1.1907,0.004641,0.313844,11.3413,1.3048,294.8231,0.0,1.6062,0.0,0.006
82,22,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.036,34.3481,7.5036,0,0,0.001291,1.2108,0.004557,0.313483,11.0955,1.3056,314.2421,0.0,1.6199,0.0,0.006
83,23,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.09,31.7761,5.929,0,0,0.003971,1.1719,0.004913,0.313758,11.1321,1.3048,306.8079,0.0,1.6839,0.0,0.006
84,24,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.142,28.0699,5.5596,0,0,0.002581,1.1911,0.004455,0.313602,11.2874,1.254,326.8837,0.0,1.6007,0.0,0.006
85,25,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.184,39.1974,11.8587,0,0,0.002179,1.1782,0.004857,0.313885,11.3736,1.1911,299.7904,0.0,1.5995,0.0,0.006
86,26,impedance,waypoint,spiral,gt,6.0,6.0,,1,,11.398,33.7061,7.9898,3,3,0.003535,1.1854,0.00494,0.313694,11.2041,1.2557,308.951,0.0,1.6536,0.0,0.006
87,27,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.076,34.098,5.7645,0,0,0.000822,1.1321,0.004557,0.313709,11.2903,1.3071,332.0402,0.0,1.882,0.0,0.006
88,28,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.032,36.6452,8.0514,0,0,0.002844,1.1416,0.004609,0.313571,11.116,1.3069,316.3686,0.0,1.5217,0.0,0.006
89,29,impedance,waypoint,spiral,gt,6.0,6.0,,1,,10.182,34.8496,5.1224,0,0,0.002068,1.1393,0.004551,0.313564,11.1384,1.1922,303.0416,0.0,1.5437,0.0,0.006
90,0,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.322,31.6645,14.867,0,0,0.001328,3.2137,0.004656,0.310518,11.1473,1.1967,322.8143,0.0,1.8366,0.001411,0.001411
91,1,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.304,30.5987,13.5541,0,0,0.000252,3.005,0.004325,0.311855,11.2606,1.1902,312.3207,0.0,1.7848,0.000621,0.000621
92,2,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.35,31.5903,16.1082,0,0,0.000998,3.0804,0.003999,0.313107,11.3948,1.1941,313.5366,0.0,1.6673,0.001166,0.001166
93,3,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.316,30.3126,14.9279,0,0,0.003478,3.0644,0.004191,0.313426,11.3995,1.1932,313.5373,0.0,1.6213,0.003349,0.003349
94,4,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.278,29.5556,19.3304,0,0,0.000146,3.2215,0.004939,0.310787,11.2346,1.1934,309.6473,0.0,0.0,0.001611,0.001611
95,5,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.326,36.1051,18.0285,0,0,0.002052,3.135,0.004186,0.313277,11.2494,1.1905,311.9247,0.0,1.7049,0.002066,0.002066
96,6,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.362,38.5866,19.9012,0,0,0.001067,3.0473,0.004225,0.31305,11.4977,1.1938,305.0281,0.0,1.6453,0.00122,0.00122
97,7,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.324,30.3593,14.997,0,0,0.000714,3.0627,0.004409,0.31182,11.1963,1.1929,312.7635,0.0,1.5493,0.000867,0.000867
98,8,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.316,32.5314,15.5311,0,0,0.001651,3.0589,0.004123,0.313607,11.6735,1.3025,325.7743,0.0,1.5398,0.001591,0.001591
99,9,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.268,30.7987,22.2461,0,0,0.002376,3.0266,0.004489,0.309053,11.2591,1.1938,318.6397,0.0,0.0,0.00262,0.00262
100,10,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.82,40.4033,19.9485,1,1,0.002133,3.1358,0.0043,0.311764,11.4734,1.1893,317.6215,0.0,1.7778,0.001199,0.001199
101,11,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.334,31.6418,15.9793,0,0,0.002194,3.1059,0.004141,0.313048,11.2351,1.1943,320.5528,0.0,1.6522,0.002424,0.002424
102,12,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.312,31.5853,14.9773,0,0,0.000971,3.1276,0.004489,0.311948,11.2099,1.1916,311.0519,0.0,1.6698,0.001115,0.001115
103,13,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.298,33.0918,15.7586,0,0,0.000792,3.0531,0.00474,0.312101,11.3252,1.1953,321.3145,0.0,1.5579,0.000807,0.000807
104,14,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.39,37.3112,20.3985,0,0,0.002715,3.091,0.004159,0.31455,11.4222,1.1925,315.4239,0.0,1.8151,0.002929,0.002929
105,15,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.33,30.9826,16.1676,0,0,0.002483,3.1997,0.004537,0.313393,11.183,1.1925,309.4665,0.0,1.6246,0.002282,0.002282
106,16,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.354,34.5327,18.5522,0,0,0.000324,3.1031,0.004604,0.311873,11.1818,1.1963,320.7449,0.0,1.723,0.001163,0.001163
107,17,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.294,30.4953,15.5206,0,0,0.0024,3.0645,0.00454,0.309309,11.4839,1.1931,316.8467,0.0,1.614,0.002458,0.002458
108,18,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.256,29.7215,18.9809,0,0,0.002827,3.0872,0.004984,0.310836,11.1458,1.1935,315.5914,0.0,0.0,0.003165,0.003165
109,19,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.296,30.3756,13.9492,0,0,0.000932,3.1418,0.004889,0.310592,11.1857,1.1932,316.9254,0.0,1.6426,0.00103,0.00103
110,20,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.292,31.3342,14.5966,0,0,0.000948,3.1858,0.004514,0.311855,11.2334,1.1891,317.4513,0.0,1.5277,0.00094,0.00094
111,21,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.316,31.0548,13.5227,0,0,0.000946,3.1522,0.004622,0.311981,11.1998,1.1948,309.4378,0.0,1.8406,0.001202,0.001202
112,22,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.248,29.7985,18.1274,0,0,0.001003,3.1132,0.004369,0.311855,11.4782,1.1926,313.6136,0.0,0.0,0.00148,0.00148
113,23,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.338,31.4331,16.5923,0,0,0.00114,3.3161,0.004841,0.312081,11.2251,1.1919,311.1818,0.0,1.6522,0.00103,0.00103
114,24,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.268,30.4639,17.7867,0,0,0.001341,3.2108,0.004614,0.310592,11.1983,1.1959,318.9379,0.0,1.6545,0.001447,0.001447
115,25,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.37,32.2346,17.1258,0,0,0.002242,3.2967,0.004789,0.312048,11.2621,1.1918,311.289,0.0,1.8483,0.001963,0.001963
116,26,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.298,31.0535,15.1381,0,0,0.000792,3.2217,0.004441,0.311943,11.2412,1.1912,313.1707,0.0,1.8194,0.001125,0.001125
117,27,impedance,waypoint,spiral,gt-noise,0.0,6.0,,0,force_abort_max_recovery,14.958,41.1828,20.671,11,10,0.003627,1.5686,0.004436,0.311803,11.3583,1.1934,329.1213,0.0,1.6977,0.001814,0.001814
118,28,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.294,32.0817,14.8526,0,0,0.001048,3.1921,0.004971,0.312115,11.3623,1.1929,311.5539,0.0,1.693,0.001148,0.001148
119,29,impedance,waypoint,spiral,gt-noise,0.0,6.0,,1,,10.352,34.2074,17.3096,0,0,0.00046,3.1483,0.004236,0.311723,11.2029,1.1923,314.1539,0.0,1.67,0.001138,0.001138
120,0,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.322,31.3194,14.5998,0,0,0.001949,3.3058,0.004299,0.311925,11.1445,1.1955,320.3609,0.0,1.5691,0.001844,0.001844
121,1,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.302,30.5499,13.6723,0,0,0.003243,3.089,0.004865,0.312204,11.2371,1.1891,309.8746,0.0,1.5499,0.003339,0.003339
122,2,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.36,32.5153,16.4195,0,0,0.002954,3.0543,0.004517,0.313479,11.254,1.193,311.0968,0.0,1.5928,0.002653,0.002653
123,3,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.316,38.3279,8.2279,0,0,0.004108,3.4779,0.004743,0.313791,11.3305,1.1922,311.1022,0.0,1.8029,0.006337,0.006337
124,4,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.28,29.2831,19.6358,0,0,0.003021,3.1063,0.004675,0.312179,11.2617,1.1924,307.2006,0.0,0.0,0.003612,0.003612
125,5,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.326,36.6043,3.7323,0,0,0.004061,3.5268,0.00472,0.313643,11.1959,1.1895,309.488,0.0,2.0228,0.004804,0.004804
126,6,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.362,38.5459,19.9026,0,0,0.003981,3.091,0.004735,0.31343,11.4398,1.1927,302.5882,0.0,1.8334,0.003714,0.003714
127,7,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.324,30.3067,15.0932,0,0,0.002482,3.0173,0.004942,0.312168,11.1776,1.1919,310.3184,0.0,1.7609,0.002455,0.002455
128,8,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.316,32.9509,5.8737,0,0,0.00408,3.4435,0.004649,0.314037,11.6535,1.3038,323.3389,0.0,1.5318,0.004459,0.004459
129,9,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.268,30.7854,22.1352,0,0,0.002885,3.0924,0.00432,0.310426,11.2669,1.1926,316.1744,0.0,0.0,0.00327,0.00327
130,10,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.374,39.8326,20.8724,0,0,0.003146,3.1491,0.004827,0.312126,11.4073,1.1883,315.1703,0.0,1.5765,0.002781,0.002781
131,11,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.346,32.0183,16.0135,0,0,0.00208,3.2437,0.004637,0.313422,11.179,1.1932,318.1142,0.0,1.5952,0.001947,0.001947
132,12,impedance,waypoint,spiral,gt-noise,3.0,6.0,,1,,10.312,30.8219,14.871,0,0,0.00394,3.0604,0.004992,0.312298,11.1904,1.1905,308.6076,0.0,1.6764,0.004029,0.004029
